,element_id,sentiment
225,225,0.136386181
226,226,0.118585412
227,227,0
228,228,0
229,229,0
230,230,0.049518757
231,231,0.145344419
232,232,0.136386181
233,233,0.302371578
234,234,0
235,235,0.136386181
236,236,0.215727749
237,237,0
238,238,0.349148624
239,239,0
240,240,0
241,241,0
242,242,-0.062648224
243,243,0.049518757
244,244,0.049518757
245,245,0.136386181
246,246,0
247,247,0
248,248,0.302371578
249,249,0.136386181
250,250,0.049518757
251,251,0
252,252,0.136386181
253,253,0.136386181
254,254,0.136386181
255,255,0.049518757
256,256,0.136386181
257,257,0
258,258,0.304259256
259,259,0.049518757
260,260,0.136386181
261,261,0.145344419
262,262,0.136386181
263,263,0.302371578
264,264,0.049518757
265,265,0
266,266,0.049518757
267,267,0.049518757
268,268,0
269,269,0
270,270,0.136386181
271,271,0.136386181
272,272,0
273,273,0
274,274,0
275,275,0
276,276,0
277,277,0.302371578
278,278,0.049518757
279,279,0.136386181
280,280,0.136386181
281,281,0
282,282,-0.025515518
283,283,0.302371578
284,284,0.136386181
285,285,0
286,286,-0.062648224
287,287,0
288,288,0.145344419
289,289,0.136386181
290,290,0.302371578
291,291,0.049518757
292,292,0.195217202
293,293,0.149120227
294,294,0.136386181
295,295,0.136386181
296,296,0.049518757
297,297,0.145344419
298,298,0
299,299,0.302371578
300,300,0.136386181
301,301,0.136386181
302,302,0.165404909
303,303,0.049518757
304,304,0
305,305,0.049518757
306,306,0.125
307,307,0.136386181
308,308,0.302371578
309,309,0
310,310,0.136386181
311,311,0.049518757
312,312,0
313,313,0.067082039
314,314,0.302371578
315,315,0.049518757
316,316,0.136386181
317,317,0.136386181
318,318,0.074535599
319,319,0.302371578
320,320,0.136386181
321,321,0
322,322,0.049518757
323,323,0.302371578
324,324,0
325,325,0.136386181
326,326,0.049518757
327,327,0
328,328,0.136386181
329,329,-0.025515518
330,330,0.232119173
331,331,0
332,332,0.049518757
333,333,0.136386181
334,334,0.302371578
335,335,0.049518757
336,336,0.272772363
337,337,0.049518757
338,338,0.136386181
339,339,0.136386181
340,340,0.136386181
341,341,0.136386181
342,342,0.136386181
343,343,0.136386181
344,344,0.049518757
345,345,0.194459934
346,346,0.136386181
347,347,0.141421356
348,348,0.145344419
349,349,-0.062648224
350,350,0.136386181
351,351,0.302371578
352,352,-0.100576924
353,353,-0.059354799
354,354,0.035486327
355,355,-0.073190797
356,356,-0.073190797
357,357,-0.095592264
358,358,0.058834841
359,359,-0.095022772
360,360,0.262783798
361,361,0.262783798
362,362,0.125988158
363,363,0.049518757
364,364,0.136386181
365,365,0.136386181
366,366,0.049518757
367,367,0.302371578
368,368,0.136386181
369,369,0.049518757
370,370,0.136386181
371,371,0.049518757
372,372,0
373,373,0
374,374,0.136386181
375,375,-0.062648224
376,376,0.049518757
377,377,0.136386181
378,378,0
379,379,0.136386181
380,380,0.049518757
381,381,0
382,382,0.302371578
383,383,0
384,384,0
385,385,0.049518757
386,386,0.136386181
387,387,0.136386181
388,388,0
389,389,-0.029172998
390,390,-0.010627103
391,391,0
392,392,0.136386181
393,393,0
394,394,0.136386181
395,395,0.049518757
396,396,0.136386181
397,397,0.049518757
398,398,0
399,399,0.302371578
400,400,0.049518757
401,401,0.136386181
402,402,0.049518757
403,403,0
404,404,-0.010627103
405,405,0.302371578
406,406,0.136386181
407,407,0.447213595
408,408,0.055901699
409,409,0.055901699
410,410,0.302371578
411,411,0.136386181
412,412,0.149120227
413,413,0.195217202
414,414,0.195217202
415,415,0.149120227
416,416,0.136386181
417,417,0.125183629
418,418,-0.010627103
419,419,0.136386181
420,420,0
421,421,0.049518757
422,422,0
423,423,0.136386181
424,424,0.136386181
425,425,0.136386181
426,426,0.302371578
427,427,0.417814511
428,428,0.125108648
429,429,0.302371578
430,430,0.136386181
431,431,0.302371578
432,432,0.136386181
433,433,0.049518757
434,434,0.136386181
435,435,0.049518757
436,436,0
437,437,0.136386181
438,438,0.302371578
439,439,0
440,440,0
441,441,-0.16609897
442,442,-0.214285714
443,443,-0.095022772
444,444,0.179436156
445,445,0.035486327
446,446,0
447,447,-0.095592264
448,448,-0.073190797
449,449,-0.100576924
450,450,-0.059354799
451,451,0.136386181
452,452,0.049518757
453,453,0.049518757
454,454,0
455,455,0.136386181
456,456,0
457,457,0.136386181
458,458,0.187638837
459,459,0.136386181
460,460,0.302371578
461,461,0.049518757
462,462,0
463,463,0.136386181
464,464,0.136386181
465,465,0.136386181
466,466,0.136386181
467,467,0.136386181
468,468,0.049518757
469,469,0
470,470,0.136386181
471,471,0
472,472,0.136386181
473,473,0.136386181
474,474,0.136386181
475,475,0.136386181
476,476,0.136386181
477,477,0.136386181
478,478,0.136386181
479,479,0.049518757
480,480,0
481,481,0.136386181
482,482,0.136386181
483,483,0.136386181
484,484,0.136386181
485,485,0.136386181
486,486,0.136386181
487,487,0.302371578
488,488,0.049518757
489,489,0.136386181
490,490,0
491,491,0.087287156
492,492,0.302371578
493,493,0
494,494,-0.157841037
495,495,0.035486327
496,496,-0.214285714
497,497,-0.095592264
498,498,-0.378461292
499,499,0.334251609
500,500,-0.095022772
501,501,0.141421356
502,502,-0.100576924
503,503,-0.073190797
504,504,-0.059354799
505,505,-0.16609897
506,506,0
507,507,0.179436156
508,508,-0.318990024
509,509,0
510,510,0.136386181
511,511,0.136386181
512,512,0
513,513,0.136386181
514,514,0
515,515,0.136386181
516,516,0.302371578
517,517,0
518,518,0.136386181
519,519,0.136386181
520,520,0.136386181
521,521,0
522,522,0.136386181
523,523,0.049518757
524,524,0.049518757
525,525,0.136386181
526,526,0.049518757
527,527,0.136386181
528,528,0.136386181
529,529,0.136386181
530,530,0.136386181
531,531,0
532,532,0.049518757
533,533,-0.112837052
534,534,0.049518757
535,535,0.302371578
536,536,0.049518757
537,537,0.067082039
538,538,0.08660254
539,539,0.049518757
540,540,0
541,541,-0.082306996
542,542,0.049518757
543,543,0
544,544,0
545,545,0.215727749
546,546,0.049518757
547,547,0.302371578
548,548,0
549,549,0.141421356
550,550,-0.16609897
551,551,-0.100576924
552,552,0
553,553,0.035486327
554,554,-0.095592264
555,555,-0.095022772
556,556,-0.073190797
557,557,-0.059354799
558,558,-0.378461292
559,559,0.179436156
560,560,-0.025515518
561,561,0.302371578
562,562,0
563,563,0
564,564,0
565,565,0.214537955
566,566,-0.059354799
567,567,0.011858541
568,568,-0.003204025
569,569,-0.128883501
570,570,-0.214285714
571,571,0
572,572,-0.222907725
573,573,0.035486327
574,574,0.179436156
575,575,0.141421356
576,576,-0.100576924
577,577,-0.073190797
578,578,0.008006408
579,579,-0.16609897
580,580,-0.095022772
581,581,-0.378461292
582,582,0.049518757
583,583,0
584,584,0
585,585,0.302371578
586,586,0.049518757
587,587,0
588,588,-0.082306996
589,589,0.049518757
590,590,-0.082306996
591,591,-0.103337849
592,592,0
593,593,0
594,594,0
595,595,0
596,596,0
597,597,0.302371578
598,598,0
599,599,0.049518757
600,600,0
601,601,0.049518757
602,602,0.087942698
603,603,0.191213232
604,604,0
605,605,-0.025515518
606,606,0
607,607,0
608,608,0.054166667
609,609,0
610,610,-0.073190797
611,611,0
612,612,0
613,613,0
614,614,-0.250950574
615,615,0.049518757
616,616,0
617,617,0.049518757
618,618,0.015885276
619,619,0.302371578
620,620,0
621,621,0.049518757
622,622,0
623,623,0
624,624,0
625,625,0
626,626,0
627,627,0
628,628,0
629,629,0.302371578
630,630,0
631,631,0.215727749
632,632,0
633,633,0.049518757
634,634,0.049518757
635,635,0.145344419
636,636,0.302371578
637,637,0
638,638,0.049518757
639,639,0
640,640,0
641,641,0
642,642,0
643,643,0
644,644,0.049518757
645,645,0.302371578
646,646,0
647,647,0.145344419
648,648,0.302371578
649,649,0.049518757
650,650,0
651,651,0
652,652,0.215727749
653,653,0
654,654,0
655,655,0.088741909
656,656,0.144654499
657,657,0.302371578
658,658,0.203559906
659,659,0.071151247
660,660,0.049518757
661,661,0.049518757
662,662,0.067082039
663,663,0.049518757
664,664,0
665,665,0.001025005
666,666,-0.062648224
667,667,0.049518757
668,668,0.047140452
669,669,0.336716668
670,670,0.37123106
671,671,0.067082039
672,672,0.37123106
673,673,0.049518757
674,674,0.096225045
675,675,0.049518757
676,676,0.302371578
677,677,0.049518757
678,678,0.049518757
679,679,0.049518757
680,680,-0.025515518
681,681,0.302371578
682,682,0.049518757
683,683,0.302371578
684,684,0.049518757
685,685,0
686,686,-0.025515518
687,687,0.049518757
688,688,0.302371578
689,689,0.049518757
690,690,0.049518757
691,691,0.049518757
692,692,-0.062648224
693,693,0.049518757
694,694,0.302371578
695,695,0.049518757
696,696,-0.025515518
697,697,0.302371578
698,698,0
699,699,0.049518757
700,700,-0.106066017
701,701,0.049518757
702,702,0.145344419
703,703,0.049518757
704,704,0
705,705,0.216506351
706,706,-0.095022772
707,707,0.055969502
708,708,-0.318990024
709,709,-0.100576924
710,710,-0.378461292
711,711,0.06882472
712,712,0.049518757
713,713,0
714,714,0.049518757
715,715,0.049518757
716,716,0.302371578
717,717,0.011299078
718,718,-0.107226325
719,719,0.179436156
720,720,0.06882472
721,721,-0.378461292
722,722,-0.318990024
723,723,0.055969502
724,724,0.047894747
725,725,0.216506351
726,726,0.055339859
727,727,-0.062648224
728,728,0.049518757
729,729,0.049518757
730,730,0.049518757
731,731,0.047894747
732,732,0.047894747
733,733,0.05786731
734,734,0.115470054
735,735,0.334251609
736,736,-0.222907725
737,737,-0.318990024
738,738,-0.378461292
739,739,-0.157841037
740,740,-0.327326835
741,741,-0.100576924
742,742,-0.100576924
743,743,0
744,744,0.090405258
745,745,0.049518757
746,746,0.074535599
747,747,0.049518757
748,748,0.049518757
749,749,0.049518757
750,750,0.049518757
751,751,0.049518757
752,752,0.302371578
753,753,0.049518757
754,754,0.302371578
755,755,0.049518757
756,756,0
757,757,-0.062648224
758,758,0.049518757
759,759,0.049518757
760,760,0.049518757
761,761,0.302371578
762,762,0.049518757
763,763,0
764,764,0
765,765,0.049518757
766,766,0.145344419
767,767,0.049518757
768,768,0.049518757
769,769,0.049518757
770,770,0.049518757
771,771,0.049518757
772,772,0.001025005
773,773,0.049518757
774,774,0.302371578
775,775,0.049518757
776,776,0.049518757
777,777,0.049518757
778,778,0.049518757
779,779,0.049518757
780,780,0.049518757
781,781,0.049518757
782,782,0.049518757
783,783,0.070819315
784,784,0.302371578
785,785,0
786,786,0.302371578
787,787,0.087287156
788,788,-0.082306996
789,789,0
790,790,0.074535599
791,791,0.074535599
792,792,0.074535599
793,793,0.074535599
794,794,0.074535599
795,795,0.074535599
796,796,0.145344419
797,797,0.086424162
798,798,0.302371578
799,799,0
800,800,0.145344419
801,801,0.149120227
802,802,0
803,803,0.207420817
804,804,0.302371578
805,805,0
806,806,0.145344419
807,807,0.074535599
808,808,0.302371578
809,809,0.149120227
810,810,0.302371578
811,811,-0.025515518
812,812,0.149120227
813,813,0.149120227
814,814,0.149120227
815,815,0.302371578
816,816,0.187638837
817,817,0.302371578
818,818,0.302371578
819,819,0.165404909
820,820,0.302371578
821,821,0.302371578
822,822,0.145344419
823,823,0.302371578
824,824,0.050847518
825,825,0.067082039
826,826,0
827,827,-0.062648224
828,828,-0.050940654
829,829,-0.2
830,830,-0.062648224
831,831,-0.029172998
832,832,0
833,833,-0.062648224
834,834,0
835,835,0.302371578
836,836,-0.062648224
837,837,0.302371578
838,838,-0.025515518
839,839,0.145344419
840,840,-0.062648224
841,841,-0.062648224
842,842,0.302371578
843,843,0
844,844,0.080403025
845,845,0.302371578
846,846,-0.062648224
847,847,-0.263828094
848,848,0
849,849,0.302371578
850,850,0.383928571
851,851,0.336716668
852,852,-0.062648224
853,853,-0.062648224
854,854,0.302371578
855,855,0.302371578
856,856,0.067082039
857,857,0.067082039
858,858,0
859,859,0.125092558
860,860,0
861,861,0.066524258
862,862,0.302371578
863,863,0.067082039
864,864,-0.062648224
865,865,0.066524258
866,866,0.067082039
867,867,0
868,868,0.302371578
869,869,0
870,870,0.302371578
871,871,0.067082039
872,872,0.067082039
873,873,0.067082039
874,874,0.087287156
875,875,0.025354628
876,876,0.067082039
877,877,0.067082039
878,878,0.302371578
879,879,0
880,880,0.145344419
881,881,0
882,882,0
883,883,0.067082039
884,884,0
885,885,0.302371578
886,886,0.37123106
887,887,0.302371578
888,888,0.145344419
889,889,0
890,890,0.15133187
891,891,0.258612679
892,892,0.302371578
893,893,0.302371578
894,894,0
895,895,0.125183629
896,896,-0.062648224
897,897,0.145344419
898,898,0.302371578
899,899,-0.025515518
900,900,0
901,901,0.302371578
902,902,-0.062648224
903,903,-0.062648224
904,904,-0.062648224
905,905,-0.062648224
906,906,0
907,907,0.302371578
908,908,0.145344419
909,909,0.302371578
910,910,0.363661931
911,911,-0.062648224
912,912,-0.062648224
913,913,-0.082794177
914,914,-0.062648224
915,915,0.274635348
916,916,0.302371578
917,917,0.125183629
918,918,0.214934379
919,919,0
920,920,0
921,921,0.145344419
922,922,-0.010627103
923,923,0.302371578
924,924,0
925,925,0.035510514
926,926,0
927,927,0.302371578
928,928,0.302371578
929,929,0.125183629
930,930,0.156274907
931,931,0.035510514
932,932,0.67352602
933,933,0.232119173
934,934,0.302371578
935,935,0
936,936,0.302371578
937,937,0.2375
938,938,0.302371578
939,939,0
940,940,0.183503486
941,941,0
942,942,0
943,943,0.145344419
944,944,0.086424162
945,945,0.302371578
946,946,0.302371578
947,947,0.302371578
948,948,0.28125
949,949,0
950,950,0
951,951,-0.062648224
952,952,0.302371578
953,953,-0.062648224
954,954,0.302371578
955,955,0
956,956,0.148169775
957,957,0
958,958,0.050847518
959,959,0.112282502
960,960,0
961,961,0
962,962,0
963,963,0.145344419
964,964,0.302371578
965,965,0
966,966,0.302371578
967,967,0.302371578
968,968,0.37123106
969,969,0.302371578
970,970,0.302371578
971,971,0.302371578
972,972,-0.062648224
973,973,0
974,974,0.302371578
975,975,0.145344419
976,976,0.302371578
977,977,0.302371578
978,978,0.302371578
979,979,0.09375
980,980,0.37123106
981,981,0.158333333
982,982,-0.029172998
983,983,0.343007042
984,984,-0.029172998
985,985,0.302371578
986,986,0.302371578
987,987,0.37123106
988,988,0.302371578
989,989,0.302371578
990,990,0.302371578
991,991,0.203842745
992,992,0.149120227
993,993,0.302371578
994,994,0
995,995,0.070868339
996,996,0.302371578
997,997,-0.025515518
998,998,-0.025515518
999,999,-0.025515518
1000,1000,0.37123106
1001,1001,-0.025515518
1002,1002,0.302371578
1003,1003,0.302371578
1004,1004,-0.025515518
1005,1005,0.145344419
1006,1006,-0.161644772
1007,1007,0
1008,1008,-0.025515518
1009,1009,0.145344419
1010,1010,0.37123106
1011,1011,-0.071764776
1012,1012,0.124206886
1013,1013,0.09375
1014,1014,-0.025515518
1015,1015,-0.025515518
1016,1016,0
1017,1017,0.125108648
1018,1018,-0.062648224
1019,1019,0.145344419
1020,1020,0.302371578
1021,1021,0.191213232
1022,1022,0.302371578
1023,1023,0
1024,1024,0.302371578
1025,1025,-0.062648224
1026,1026,0.302371578
1027,1027,0.09375
1028,1028,0
1029,1029,0.302371578
1030,1030,0.37123106
1031,1031,-0.018650096
1032,1032,0
1033,1033,0.086424162
1034,1034,0.302371578
1035,1035,0.302371578
1036,1036,-0.062648224
1037,1037,0.086424162
1038,1038,-0.062648224
1039,1039,0
1040,1040,-0.062648224
1041,1041,0.302371578
1042,1042,0.302371578
1043,1043,0.302371578
1044,1044,0.302371578
1045,1045,0
1046,1046,0.302371578
1047,1047,0.302371578
1048,1048,-0.062648224
1049,1049,-0.062648224
1050,1050,-0.062648224
1051,1051,0.302371578
1052,1052,0.302371578
1053,1053,0.302371578
1054,1054,0.302371578
1055,1055,0.145344419
1056,1056,0.302371578
1057,1057,0.037449018
1058,1058,0.302371578
1059,1059,0.149120227
1060,1060,0.302371578
1061,1061,0.302371578
1062,1062,0.302371578
1063,1063,0.302371578
1064,1064,0.302371578
1065,1065,0.302371578
1066,1066,-0.157841037
1067,1067,-0.327326835
1068,1068,0.156892908
1069,1069,0.12283459
1070,1070,-0.041666667
1071,1071,0.334251609
1072,1072,0.302371578
1073,1073,0.302371578
1074,1074,0
1075,1075,0.302371578
1076,1076,0
1077,1077,0.302371578
1078,1078,0.302371578
1079,1079,0.302371578
1080,1080,0
1081,1081,0.302371578
1082,1082,0.302371578
1083,1083,0.302371578
1084,1084,0.302371578
1085,1085,0.302371578
1086,1086,0
1087,1087,0
1088,1088,0.086424162
1089,1089,0.302371578
1090,1090,0
1091,1091,0.302371578
1092,1092,0.135859452
1093,1093,0
1094,1094,0.062994079
1095,1095,0.062994079
1096,1096,0.141736677
1097,1097,0.130930734
1098,1098,0
1099,1099,0
1100,1100,0.062994079
1101,1101,0
1102,1102,0.062994079
1103,1103,0.062994079
1104,1104,0
1105,1105,0
1106,1106,0
1107,1107,0
1108,1108,0
1109,1109,0.062994079
1110,1110,0
1111,1111,0.062994079
1112,1112,0.206767418
1113,1113,0.062994079
1114,1114,0.062994079
1115,1115,0.062994079
1116,1116,0.062994079
1117,1117,0
1118,1118,0
1119,1119,0
1120,1120,0.206767418
1121,1121,0
1122,1122,0.206767418
1123,1123,0.206767418
1124,1124,0.206767418
1125,1125,0.206767418
1126,1126,0.206767418
1127,1127,0.062994079
1128,1128,0.206767418
1129,1129,0.062994079
1130,1130,0.062994079
1131,1131,0.062994079
1132,1132,0.062994079
1133,1133,0.062994079
1134,1134,0
1135,1135,0.062994079
1136,1136,0.062994079
1137,1137,0.062994079
1138,1138,-0.106127749
1139,1139,0.062994079
1140,1140,0.062994079
1141,1141,-0.106127749
1142,1142,0.062994079
1143,1143,0.062994079
1144,1144,0.062994079
1145,1145,0.033651521
1146,1146,-0.106127749
1147,1147,-0.106127749
1148,1148,0.04975186
1149,1149,0
1150,1150,0
1151,1151,0.04975186
1152,1152,0
1153,1153,0
1154,1154,0
1155,1155,0
1156,1156,0.156815764
1157,1157,0
1158,1158,0
1159,1159,0
1160,1160,0.156815764
1161,1161,0
1162,1162,0.156815764
1163,1163,0.156815764
1164,1164,0.297685999
1165,1165,0.019053582
1166,1166,0
1167,1167,0.160356745
1168,1168,0
1169,1169,0.09375
1170,1170,0
1171,1171,0
1172,1172,-0.094444444
1173,1173,-0.509324813
1174,1174,-0.094444444
1175,1175,-0.033407655
1176,1176,0
1177,1177,0.130930734
1178,1178,0
1179,1179,0
1180,1180,0
1181,1181,0.04975186
1182,1182,0
1183,1183,0.04975186
1184,1184,0
1185,1185,0
1186,1186,0
1187,1187,0
1188,1188,0
1189,1189,0
1190,1190,0
1191,1191,0
1192,1192,0
1193,1193,0
1194,1194,0
1195,1195,0
1196,1196,0
1197,1197,0
1198,1198,0.04975186
1199,1199,0
1200,1200,0
1201,1201,0.04975186
1202,1202,0.04975186
1203,1203,0.04975186
1204,1204,0
1205,1205,0
1206,1206,0
1207,1207,0
1208,1208,0
1209,1209,0
1210,1210,0.071842121
1211,1211,0
1212,1212,0
1213,1213,0
1214,1214,0.04975186
1215,1215,0
1216,1216,0
1217,1217,0
1218,1218,0
1219,1219,0
1220,1220,0
1221,1221,0
1222,1222,0
1223,1223,0
1224,1224,0.156815764
1225,1225,0
1226,1226,0
1227,1227,0
1228,1228,0
1229,1229,0
1230,1230,0
1231,1231,0
1232,1232,0
1233,1233,0.00657988
1234,1234,0
1235,1235,0
1236,1236,0
1237,1237,0
1238,1238,0
1239,1239,0
1240,1240,0
1241,1241,0
1242,1242,0
1243,1243,0.130930734
1244,1244,0.038888889
1245,1245,0
1246,1246,0
1247,1247,0
1248,1248,0
1249,1249,0
1250,1250,0
1251,1251,0.001585581
1252,1252,0.156815764
1253,1253,0
1254,1254,0
1255,1255,0
1256,1256,0
1257,1257,0
1258,1258,0.156815764
1259,1259,0
1260,1260,0
1261,1261,0
1262,1262,0
1263,1263,0
1264,1264,0
1265,1265,-0.029591818
1266,1266,0
1267,1267,-0.034495627
1268,1268,0.130930734
1269,1269,0.130930734
1270,1270,0
1271,1271,0
1272,1272,0.130930734
1273,1273,0
1274,1274,0
1275,1275,0
1276,1276,0.0372678
1277,1277,0
1278,1278,0
1279,1279,0
1280,1280,0.082158384
1281,1281,0.130930734
1282,1282,0.130930734
1283,1283,0
1284,1284,0
1285,1285,0
1286,1286,0.038888889
1287,1287,0.130930734
1288,1288,0
1289,1289,-0.033407655
1290,1290,0.0372678
1291,1291,0
1292,1292,0
1293,1293,0
1294,1294,-0.030316953
1295,1295,0
1296,1296,0
1297,1297,0
1298,1298,0
1299,1299,0
1300,1300,0
1301,1301,0
1302,1302,0
1303,1303,0
1304,1304,0
1305,1305,0
1306,1306,0
1307,1307,0
1308,1308,0
1309,1309,0
1310,1310,0
1311,1311,0
1312,1312,0
1313,1313,0
1314,1314,0
1315,1315,0
1316,1316,0
1317,1317,0
1318,1318,0.04975186
1319,1319,0
1320,1320,0
1321,1321,0
1322,1322,0
1323,1323,0
1324,1324,0
1325,1325,0
1326,1326,0
1327,1327,0
1328,1328,0
1329,1329,0
1330,1330,0
1331,1331,0.156815764
1332,1332,0.156815764
1333,1333,0
1334,1334,0
1335,1335,0.156815764
1336,1336,0
1337,1337,0.156815764
1338,1338,0.156815764
1339,1339,0
1340,1340,0.156815764
1341,1341,0.156815764
1342,1342,0
1343,1343,0
1344,1344,0.04975186
1345,1345,-0.1
1346,1346,0
1347,1347,0
1348,1348,0
1349,1349,0
1350,1350,0
1351,1351,0
1352,1352,0
1353,1353,0
1354,1354,0
1355,1355,0
1356,1356,0
1357,1357,0
1358,1358,0
1359,1359,0
1360,1360,0
1361,1361,0
1362,1362,0
1363,1363,0
1364,1364,0
1365,1365,0.11785113
1366,1366,0
1367,1367,0
1368,1368,0
1369,1369,0
1370,1370,0
1371,1371,0.285087183
1372,1372,0.297685999
1373,1373,0.297685999
1374,1374,0.276950156
1375,1375,0.276950156
1376,1376,0.276950156
1377,1377,0.276950156
1378,1378,0
1379,1379,0
1380,1380,0
1381,1381,0
1382,1382,0
1383,1383,0
1384,1384,0
1385,1385,0
1386,1386,0
1387,1387,0
1388,1388,0
1389,1389,0
1390,1390,0
1391,1391,0
1392,1392,0
1393,1393,0
1394,1394,0
1395,1395,0
1396,1396,0
1397,1397,0
1398,1398,0
1399,1399,0
1400,1400,0
1401,1401,0
1402,1402,0
1403,1403,0
1404,1404,0
1405,1405,0
1406,1406,0
1407,1407,0
1408,1408,0
1409,1409,0
1410,1410,0
1411,1411,0.16825188
1412,1412,0
1413,1413,0
1414,1414,0
1415,1415,0
1416,1416,0
1417,1417,0
1418,1418,0
1419,1419,0
1420,1420,0
1421,1421,0
1422,1422,0
1423,1423,0
1424,1424,0
1425,1425,0
1426,1426,0
1427,1427,0
1428,1428,0
1429,1429,0
1430,1430,0
1431,1431,0
1432,1432,0
1433,1433,0
1434,1434,-0.127948128
1435,1435,-0.127948128
1436,1436,-0.05
1437,1437,-0.020412415
1438,1438,0.132680694
1439,1439,-0.034495627
1440,1440,0
1441,1441,0.152664507
1442,1442,-0.234307743
1443,1443,-0.030316953
1444,1444,0
1445,1445,0
1446,1446,0.097641683
1447,1447,0.132680694
1448,1448,0.132680694
1449,1449,0
1450,1450,-0.030316953
1451,1451,0
1452,1452,0
1453,1453,0.132680694
1454,1454,0
1455,1455,0.426869177
1456,1456,-0.124379649
1457,1457,-0.070554065
1458,1458,0.16825188
1459,1459,0
1460,1460,-0.025402298
1461,1461,0
1462,1462,0
1463,1463,0
1464,1464,0.16825188
1465,1465,0
1466,1466,0.16825188
1467,1467,-0.030316953
1468,1468,0
1469,1469,0
1470,1470,0
1471,1471,0
1472,1472,0
